Date,Product,Country,Store,Quantity,Unit_Price,Unit_Cost
2024-01-05,Laptop,USA,Store_A,9,1200,800
2024-01-05,Keyboard,Spain,Store_B,4,80,40
2024-01-05,Monitor,Argentina,Store_A,1,300,200
2024-01-05,Laptop,USA,Store_A,8,1200,800
2024-01-05,Headset,USA,Store_B,5,100,60
2024-01-05,Monitor,Spain,Store_C,5,300,200
2024-01-05,Monitor,Argentina,Store_B,1,300,200
2024-01-06,Headset,USA,Store_A,3,100,60
2024-01-06,Mouse,Argentina,Store_B,5,50,20
2024-01-06,Keyboard,Spain,Store_C,5,80,40
2024-01-06,Headset,Spain,Store_C,10,100,60
2024-01-06,Keyboard,Spain,Store_C,2,80,40
2024-01-06,Laptop,Argentina,Store_A,4,1200,800
2024-01-06,Laptop,Spain,Store_C,6,1200,800
2024-01-07,Keyboard,USA,Store_B,6,80,40
2024-01-07,Monitor,Spain,Store_A,4,300,200
2024-01-07,Monitor,Spain,Store_A,5,300,200
2024-01-07,Headset,USA,Store_A,10,100,60
2024-01-07,Keyboard,USA,Store_A,6,80,40
2024-01-08,Mouse,USA,Store_A,8,50,20
2024-01-08,Laptop,USA,Store_A,10,1200,800
2024-01-08,Laptop,Spain,Store_A,4,1200,800
2024-01-08,Keyboard,Spain,Store_A,9,80,40
2024-01-08,Keyboard,USA,Store_B,9,80,40
2024-01-08,Laptop,Spain,Store_A,10,1200,800
2024-01-08,Mouse,Argentina,Store_C,7,50,20
2024-01-08,Laptop,USA,Store_A,2,1200,800
2024-01-08,Headset,Spain,Store_C,9,100,60
2024-01-08,Mouse,USA,Store_A,10,50,20
2024-01-08,Headset,USA,Store_C,1,100,60
2024-01-08,Mouse,Argentina,Store_B,5,50,20
2024-01-08,Monitor,Argentina,Store_B,5,300,200
2024-01-09,Monitor,USA,Store_C,10,300,200
2024-01-09,Headset,Spain,Store_C,7,100,60
2024-01-09,Keyboard,Argentina,Store_B,9,80,40
2024-01-09,Laptop,USA,Store_A,7,1200,800
2024-01-09,Monitor,Spain,Store_B,6,300,200
2024-01-09,Keyboard,Spain,Store_C,8,80,40
2024-01-09,Monitor,USA,Store_A,1,300,200
2024-01-09,Mouse,Spain,Store_A,4,50,20
2024-01-09,Monitor,Spain,Store_B,5,300,200
2024-01-09,Mouse,USA,Store_C,8,50,20
2024-01-10,Headset,Spain,Store_A,3,100,60
2024-01-10,Laptop,USA,Store_A,7,1200,800
2024-01-10,Headset,USA,Store_C,1,100,60
2024-01-10,Headset,USA,Store_A,7,100,60
2024-01-10,Keyboard,Spain,Store_B,5,80,40
2024-01-10,Headset,Spain,Store_B,1,100,60
2024-01-10,Headset,Spain,Store_A,3,100,60
2024-01-10,Keyboard,Argentina,Store_B,4,80,40
2024-01-11,Monitor,Argentina,Store_C,10,300,200
2024-01-11,Keyboard,Argentina,Store_C,3,80,40
2024-01-11,Headset,Spain,Store_A,2,100,60
2024-01-11,Laptop,USA,Store_C,3,1200,800
2024-01-11,Laptop,Spain,Store_C,8,1200,800
2024-01-11,Keyboard,Spain,Store_A,1,80,40
2024-01-11,Monitor,Spain,Store_B,7,300,200
2024-01-12,Laptop,Argentina,Store_A,4,1200,800
2024-01-12,Monitor,Spain,Store_A,3,300,200
2024-01-12,Monitor,USA,Store_B,2,300,200
2024-01-12,Keyboard,Argentina,Store_C,2,80,40
2024-01-12,Mouse,Argentina,Store_C,7,50,20
2024-01-12,Headset,Argentina,Store_B,8,100,60
2024-01-12,Headset,Argentina,Store_B,5,100,60
2024-01-13,Laptop,Spain,Store_A,5,1200,800
2024-01-13,Mouse,Spain,Store_B,10,50,20
2024-01-13,Mouse,Argentina,Store_B,9,50,20
2024-01-13,Mouse,Spain,Store_B,5,50,20
2024-01-14,Mouse,Spain,Store_A,7,50,20
2024-01-14,Keyboard,Argentina,Store_A,10,80,40
2024-01-14,Laptop,Spain,Store_B,1,1200,800
2024-01-14,Keyboard,Argentina,Store_C,3,80,40
2024-01-15,Keyboard,USA,Store_B,10,80,40
2024-01-15,Laptop,USA,Store_A,5,1200,800
2024-01-15,Headset,Spain,Store_C,10,100,60
2024-01-15,Keyboard,Spain,Store_C,1,80,40
2024-01-15,Headset,Spain,Store_C,1,100,60
2024-01-15,Monitor,USA,Store_A,1,300,200
2024-01-16,Laptop,USA,Store_C,9,1200,800
2024-01-16,Monitor,Spain,Store_A,2,300,200
2024-01-16,Keyboard,Spain,Store_A,7,80,40
2024-01-16,Keyboard,USA,Store_B,5,80,40
2024-01-16,Headset,USA,Store_B,1,100,60
2024-01-16,Keyboard,USA,Store_B,9,80,40
2024-01-16,Keyboard,Spain,Store_A,8,80,40
2024-01-16,Headset,Argentina,Store_C,8,100,60
2024-01-17,Headset,USA,Store_B,7,100,60
2024-01-17,Laptop,USA,Store_B,7,1200,800
2024-01-17,Laptop,USA,Store_A,3,1200,800
2024-01-18,Headset,USA,Store_A,3,100,60
2024-01-18,Keyboard,USA,Store_B,7,80,40
2024-01-18,Monitor,Argentina,Store_B,5,300,200
2024-01-19,Headset,Spain,Store_A,3,100,60
2024-01-19,Mouse,USA,Store_B,7,50,20
2024-01-19,Monitor,Spain,Store_A,3,300,200
2024-01-19,Headset,USA,Store_A,4,100,60
2024-01-19,Laptop,Spain,Store_C,2,1200,800
2024-01-19,Headset,Argentina,Store_A,9,100,60
2024-01-19,Monitor,Spain,Store_B,8,300,200
2024-01-19,Keyboard,USA,Store_C,7,80,40
2024-01-19,Monitor,Argentina,Store_C,6,300,200
2024-01-19,Laptop,Argentina,Store_A,10,1200,800
2024-01-19,Monitor,Spain,Store_A,7,300,200
2024-01-20,Laptop,Spain,Store_B,5,1200,800
2024-01-20,Headset,Spain,Store_B,4,100,60
2024-01-20,Mouse,Argentina,Store_A,1,50,20
2024-01-20,Mouse,Argentina,Store_C,10,50,20
2024-01-20,Monitor,Argentina,Store_C,3,300,200
2024-01-20,Monitor,Spain,Store_B,6,300,200
2024-01-20,Laptop,Spain,Store_A,1,1200,800
2024-01-20,Keyboard,USA,Store_A,4,80,40
2024-01-20,Headset,Spain,Store_C,8,100,60
2024-01-20,Mouse,Argentina,Store_A,6,50,20
2024-01-20,Mouse,Spain,Store_B,1,50,20
2024-01-20,Keyboard,Argentina,Store_B,8,80,40
2024-01-20,Keyboard,USA,Store_C,4,80,40
2024-01-20,Laptop,Argentina,Store_A,8,1200,800
2024-01-20,Monitor,Argentina,Store_C,4,300,200
2024-01-20,Headset,USA,Store_B,3,100,60
2024-01-21,Keyboard,Argentina,Store_A,9,80,40
2024-01-21,Keyboard,Spain,Store_C,10,80,40
2024-01-21,Keyboard,Argentina,Store_C,8,80,40
2024-01-21,Monitor,USA,Store_A,4,300,200
2024-01-21,Laptop,Argentina,Store_A,1,1200,800
2024-01-22,Mouse,Argentina,Store_C,2,50,20
2024-01-22,Monitor,Spain,Store_A,5,300,200
2024-01-22,Mouse,Spain,Store_B,6,50,20
2024-01-22,Keyboard,USA,Store_A,4,80,40
2024-01-22,Keyboard,Spain,Store_C,7,80,40
2024-01-22,Keyboard,USA,Store_C,4,80,40
2024-01-22,Keyboard,USA,Store_B,2,80,40
2024-01-23,Keyboard,Argentina,Store_A,5,80,40
2024-01-23,Keyboard,Spain,Store_C,3,80,40
2024-01-23,Monitor,Spain,Store_A,6,300,200
2024-01-23,Mouse,USA,Store_C,3,50,20
2024-01-23,Laptop,Argentina,Store_C,9,1200,800
2024-01-23,Laptop,USA,Store_C,8,1200,800
2024-01-23,Headset,USA,Store_B,1,100,60
2024-01-23,Headset,USA,Store_A,8,100,60
2024-01-23,Laptop,Argentina,Store_B,6,1200,800
2024-01-24,Keyboard,USA,Store_A,4,80,40
2024-01-24,Laptop,Spain,Store_C,3,1200,800
2024-01-24,Keyboard,USA,Store_A,3,80,40
2024-01-24,Keyboard,Spain,Store_C,5,80,40
2024-01-24,Headset,USA,Store_C,3,100,60
2024-01-24,Laptop,Spain,Store_B,10,1200,800
2024-01-25,Keyboard,Argentina,Store_B,4,80,40
2024-01-25,Mouse,Spain,Store_B,8,50,20
2024-01-25,Monitor,Spain,Store_C,10,300,200
2024-01-25,Laptop,Argentina,Store_B,3,1200,800
2024-01-25,Keyboard,Argentina,Store_B,10,80,40
2024-01-25,Keyboard,Spain,Store_C,6,80,40
2024-01-25,Mouse,Spain,Store_C,1,50,20
2024-01-25,Keyboard,Spain,Store_B,8,80,40
2024-01-26,Headset,USA,Store_A,3,100,60
2024-01-26,Mouse,USA,Store_B,8,50,20
2024-01-26,Headset,Spain,Store_C,4,100,60
2024-01-26,Monitor,USA,Store_A,6,300,200
2024-01-26,Laptop,Argentina,Store_B,4,1200,800
2024-01-26,Laptop,Spain,Store_A,6,1200,800
2024-01-26,Headset,Spain,Store_A,2,100,60
2024-01-27,Mouse,Spain,Store_B,8,50,20
2024-01-28,Headset,USA,Store_B,2,100,60
2024-01-28,Keyboard,Argentina,Store_A,6,80,40
2024-01-28,Keyboard,Spain,Store_A,6,80,40
2024-01-28,Mouse,Spain,Store_A,7,50,20
2024-01-28,Laptop,Argentina,Store_C,9,1200,800
2024-01-28,Headset,Argentina,Store_B,9,100,60
2024-01-28,Keyboard,Argentina,Store_C,10,80,40
2024-01-28,Monitor,Spain,Store_C,6,300,200
2024-01-28,Monitor,USA,Store_B,6,300,200
2024-01-28,Laptop,Argentina,Store_C,7,1200,800
2024-01-28,Monitor,USA,Store_C,5,300,200
2024-01-29,Keyboard,Argentina,Store_A,2,80,40
2024-01-29,Headset,USA,Store_C,7,100,60
2024-01-29,Laptop,USA,Store_B,2,1200,800
2024-01-29,Mouse,Spain,Store_C,3,50,20
2024-01-29,Headset,USA,Store_A,1,100,60
2024-01-29,Monitor,Spain,Store_A,3,300,200
2024-01-30,Headset,Spain,Store_C,7,100,60
2024-01-30,Headset,Spain,Store_A,2,100,60
2024-01-30,Keyboard,USA,Store_B,9,80,40
2024-01-30,Monitor,Argentina,Store_C,2,300,200
2024-01-30,Keyboard,USA,Store_B,5,80,40
2024-01-30,Keyboard,Argentina,Store_B,9,80,40
2024-01-30,Headset,Argentina,Store_A,5,100,60
2024-01-30,Keyboard,Spain,Store_A,9,80,40
2024-01-30,Mouse,USA,Store_A,2,50,20
2024-01-30,Monitor,Spain,Store_B,3,300,200
2024-01-31,Laptop,Spain,Store_C,5,1200,800
2024-01-31,Keyboard,USA,Store_C,10,80,40
2024-01-31,Keyboard,Argentina,Store_A,6,80,40
2024-01-31,Keyboard,USA,Store_C,2,80,40
2024-01-31,Headset,USA,Store_C,5,100,60
2024-01-31,Laptop,Argentina,Store_A,1,1200,800
2024-01-31,Laptop,USA,Store_B,5,1200,800
2024-02-01,Keyboard,USA,Store_C,9,80,40
2024-02-01,Mouse,Argentina,Store_B,10,50,20
2024-02-01,Monitor,USA,Store_C,9,300,200
2024-02-01,Monitor,Argentina,Store_B,9,300,200
2024-02-01,Monitor,USA,Store_C,9,300,200
2024-02-02,Headset,Spain,Store_C,4,100,60
2024-02-02,Keyboard,Argentina,Store_A,10,80,40
2024-02-02,Headset,Spain,Store_C,3,100,60
2024-02-02,Headset,Spain,Store_C,3,100,60
2024-02-02,Mouse,Spain,Store_C,10,50,20
2024-02-02,Laptop,Argentina,Store_A,2,1200,800
2024-02-02,Headset,USA,Store_A,4,100,60
2024-02-02,Headset,Argentina,Store_A,9,100,60
2024-02-02,Mouse,USA,Store_B,9,50,20
2024-02-02,Laptop,Spain,Store_B,8,1200,800
2024-02-02,Laptop,Argentina,Store_A,7,1200,800
2024-02-02,Headset,USA,Store_B,8,100,60
2024-02-02,Mouse,Argentina,Store_C,6,50,20
2024-02-03,Monitor,Argentina,Store_C,4,300,200
2024-02-03,Keyboard,Argentina,Store_C,3,80,40
2024-02-03,Mouse,USA,Store_C,9,50,20
2024-02-03,Laptop,USA,Store_A,10,1200,800
2024-02-03,Mouse,USA,Store_C,9,50,20
2024-02-03,Laptop,Spain,Store_C,9,1200,800
2024-02-03,Laptop,Argentina,Store_C,3,1200,800
2024-02-04,Keyboard,Argentina,Store_C,7,80,40
2024-02-04,Laptop,USA,Store_B,6,1200,800
2024-02-04,Headset,Argentina,Store_C,1,100,60
2024-02-04,Headset,Spain,Store_A,7,100,60
2024-02-04,Mouse,Argentina,Store_A,2,50,20
2024-02-04,Headset,USA,Store_C,10,100,60
2024-02-04,Laptop,Spain,Store_A,2,1200,800
2024-02-04,Monitor,Argentina,Store_C,9,300,200
2024-02-04,Mouse,Spain,Store_B,8,50,20
2024-02-05,Laptop,USA,Store_C,2,1200,800
2024-02-05,Headset,USA,Store_A,10,100,60
2024-02-05,Laptop,Argentina,Store_C,5,1200,800
2024-02-05,Keyboard,USA,Store_B,9,80,40
2024-02-05,Monitor,USA,Store_B,5,300,200
2024-02-05,Keyboard,Spain,Store_A,5,80,40
2024-02-05,Laptop,Argentina,Store_B,9,1200,800
2024-02-05,Laptop,USA,Store_C,1,1200,800
2024-02-05,Mouse,USA,Store_C,9,50,20
2024-02-05,Laptop,Spain,Store_A,5,1200,800
2024-02-05,Headset,Argentina,Store_A,6,100,60
2024-02-06,Laptop,Spain,Store_C,7,1200,800
2024-02-06,Keyboard,USA,Store_C,6,80,40
2024-02-06,Headset,USA,Store_B,5,100,60
2024-02-06,Headset,USA,Store_C,6,100,60
2024-02-06,Mouse,USA,Store_A,3,50,20
2024-02-06,Mouse,Spain,Store_C,9,50,20
2024-02-06,Laptop,Spain,Store_C,10,1200,800
2024-02-07,Monitor,Argentina,Store_C,3,300,200
2024-02-07,Mouse,Argentina,Store_C,10,50,20
2024-02-07,Laptop,Spain,Store_A,9,1200,800
2024-02-07,Mouse,USA,Store_B,4,50,20
2024-02-07,Headset,Spain,Store_C,10,100,60
2024-02-08,Headset,Argentina,Store_C,2,100,60
2024-02-08,Laptop,Argentina,Store_B,5,1200,800
2024-02-08,Laptop,Argentina,Store_B,10,1200,800
2024-02-08,Laptop,USA,Store_B,7,1200,800
2024-02-08,Laptop,Argentina,Store_C,10,1200,800
2024-02-08,Keyboard,USA,Store_A,7,80,40
2024-02-09,Headset,Spain,Store_A,8,100,60
2024-02-09,Mouse,Argentina,Store_C,3,50,20
2024-02-09,Keyboard,Argentina,Store_C,7,80,40
2024-02-09,Keyboard,Spain,Store_C,1,80,40
2024-02-09,Monitor,Argentina,Store_C,6,300,200
2024-02-09,Keyboard,USA,Store_C,6,80,40
2024-02-10,Monitor,USA,Store_A,2,300,200
2024-02-11,Mouse,Argentina,Store_B,7,50,20
2024-02-11,Keyboard,Spain,Store_B,3,80,40
2024-02-11,Headset,Spain,Store_B,4,100,60
2024-02-11,Headset,Argentina,Store_C,5,100,60
2024-02-11,Mouse,USA,Store_B,9,50,20
2024-02-11,Laptop,Spain,Store_A,1,1200,800
2024-02-11,Laptop,Spain,Store_A,5,1200,800
2024-02-11,Keyboard,Spain,Store_B,4,80,40
2024-02-11,Headset,USA,Store_A,4,100,60
2024-02-11,Laptop,Spain,Store_B,9,1200,800
2024-02-11,Laptop,Spain,Store_C,6,1200,800
2024-02-11,Monitor,USA,Store_C,9,300,200
2024-02-11,Headset,USA,Store_C,10,100,60
2024-02-11,Laptop,Argentina,Store_B,1,1200,800
2024-02-11,Laptop,Spain,Store_B,4,1200,800
2024-02-12,Monitor,Argentina,Store_A,4,300,200
2024-02-12,Mouse,Argentina,Store_C,9,50,20
2024-02-12,Mouse,USA,Store_A,5,50,20
2024-02-12,Laptop,Argentina,Store_C,6,1200,800
2024-02-12,Laptop,Spain,Store_C,6,1200,800
2024-02-12,Laptop,USA,Store_B,4,1200,800
2024-02-12,Laptop,Spain,Store_A,6,1200,800
2024-02-13,Keyboard,Spain,Store_B,9,80,40
2024-02-13,Keyboard,USA,Store_A,10,80,40
2024-02-13,Headset,USA,Store_A,1,100,60
2024-02-13,Keyboard,Argentina,Store_A,5,80,40
2024-02-13,Mouse,Spain,Store_C,2,50,20
2024-02-13,Mouse,Argentina,Store_A,3,50,20
2024-02-13,Monitor,Spain,Store_A,1,300,200
2024-02-13,Mouse,USA,Store_B,6,50,20
2024-02-13,Headset,USA,Store_C,5,100,60
2024-02-13,Headset,USA,Store_B,2,100,60
2024-02-13,Mouse,Spain,Store_C,7,50,20
2024-02-14,Monitor,Argentina,Store_A,5,300,200
2024-02-14,Laptop,Spain,Store_A,4,1200,800
2024-02-14,Keyboard,Argentina,Store_C,1,80,40
2024-02-14,Keyboard,Argentina,Store_A,4,80,40
2024-02-14,Mouse,Argentina,Store_A,1,50,20
2024-02-14,Laptop,USA,Store_B,1,1200,800
2024-02-14,Headset,USA,Store_B,8,100,60
2024-02-14,Monitor,Spain,Store_B,8,300,200
2024-02-15,Keyboard,Spain,Store_A,10,80,40
2024-02-15,Keyboard,Argentina,Store_C,8,80,40
2024-02-15,Keyboard,Argentina,Store_A,5,80,40
2024-02-15,Headset,Argentina,Store_A,7,100,60
2024-02-15,Headset,Argentina,Store_B,3,100,60
2024-02-15,Mouse,USA,Store_B,1,50,20
2024-02-15,Mouse,USA,Store_A,4,50,20
2024-02-15,Headset,Spain,Store_C,9,100,60
2024-02-15,Laptop,USA,Store_C,6,1200,800
2024-02-15,Mouse,USA,Store_B,8,50,20
2024-02-15,Monitor,USA,Store_B,7,300,200
2024-02-15,Laptop,Spain,Store_A,5,1200,800
2024-02-15,Laptop,Argentina,Store_A,7,1200,800
2024-02-15,Headset,Argentina,Store_B,5,100,60
2024-02-15,Headset,Argentina,Store_A,5,100,60
2024-02-15,Laptop,USA,Store_B,8,1200,800
2024-02-15,Monitor,USA,Store_C,4,300,200
2024-02-16,Keyboard,Argentina,Store_C,5,80,40
2024-02-16,Headset,USA,Store_C,7,100,60
2024-02-16,Monitor,USA,Store_C,7,300,200
2024-02-16,Headset,Spain,Store_A,3,100,60
2024-02-16,Mouse,USA,Store_B,7,50,20
2024-02-16,Laptop,USA,Store_C,6,1200,800
2024-02-16,Laptop,Argentina,Store_C,9,1200,800
2024-02-16,Monitor,USA,Store_A,8,300,200
2024-02-16,Headset,USA,Store_B,7,100,60
2024-02-16,Monitor,Argentina,Store_A,1,300,200
2024-02-16,Mouse,USA,Store_B,1,50,20
2024-02-16,Monitor,USA,Store_C,1,300,200
2024-02-17,Monitor,USA,Store_C,3,300,200
2024-02-17,Mouse,Argentina,Store_B,8,50,20
2024-02-17,Laptop,Spain,Store_C,2,1200,800
2024-02-17,Headset,USA,Store_B,4,100,60
2024-02-17,Laptop,USA,Store_C,3,1200,800
2024-02-18,Keyboard,Spain,Store_A,9,80,40
2024-02-18,Mouse,USA,Store_A,7,50,20
2024-02-18,Mouse,Spain,Store_B,6,50,20
2024-02-18,Monitor,Spain,Store_C,10,300,200
2024-02-18,Headset,Argentina,Store_A,10,100,60
2024-02-18,Mouse,USA,Store_B,7,50,20
2024-02-18,Headset,USA,Store_A,1,100,60
2024-02-18,Mouse,Argentina,Store_A,6,50,20
2024-02-18,Monitor,Spain,Store_A,6,300,200
2024-02-18,Keyboard,Argentina,Store_A,4,80,40
2024-02-19,Keyboard,Argentina,Store_A,5,80,40
2024-02-19,Mouse,Argentina,Store_B,10,50,20
2024-02-19,Keyboard,Spain,Store_A,6,80,40
2024-02-19,Headset,Argentina,Store_B,3,100,60
2024-02-20,Headset,Spain,Store_B,3,100,60
2024-02-20,Laptop,Argentina,Store_A,5,1200,800
2024-02-20,Mouse,Spain,Store_C,5,50,20
2024-02-20,Headset,Spain,Store_C,6,100,60
2024-02-20,Laptop,Spain,Store_A,5,1200,800
2024-02-20,Headset,Argentina,Store_C,9,100,60
2024-02-21,Monitor,USA,Store_A,10,300,200
2024-02-21,Mouse,USA,Store_A,6,50,20
2024-02-22,Keyboard,Spain,Store_C,3,80,40
2024-02-22,Headset,Spain,Store_C,3,100,60
2024-02-22,Keyboard,Spain,Store_B,6,80,40
2024-02-22,Laptop,Spain,Store_C,9,1200,800
2024-02-23,Monitor,Spain,Store_A,1,300,200
2024-02-23,Keyboard,USA,Store_B,3,80,40
2024-02-23,Laptop,USA,Store_A,5,1200,800
2024-02-23,Monitor,Argentina,Store_B,5,300,200
2024-02-23,Mouse,Spain,Store_C,2,50,20
2024-02-23,Monitor,Spain,Store_B,9,300,200
2024-02-23,Laptop,USA,Store_B,1,1200,800
2024-02-23,Keyboard,Spain,Store_B,9,80,40
2024-02-23,Laptop,Spain,Store_B,1,1200,800
2024-02-24,Headset,Spain,Store_B,5,100,60
2024-02-24,Laptop,Spain,Store_B,2,1200,800
2024-02-24,Mouse,Spain,Store_A,9,50,20
2024-02-24,Monitor,USA,Store_C,5,300,200
2024-02-24,Mouse,Spain,Store_C,6,50,20
2024-02-24,Laptop,Spain,Store_B,1,1200,800
2024-02-24,Keyboard,USA,Store_A,2,80,40
2024-02-24,Keyboard,USA,Store_B,1,80,40
2024-02-25,Mouse,Argentina,Store_A,5,50,20
2024-02-25,Monitor,USA,Store_C,7,300,200
2024-02-25,Monitor,Spain,Store_A,2,300,200
2024-02-25,Headset,Argentina,Store_B,3,100,60
2024-02-25,Monitor,Argentina,Store_B,2,300,200
2024-02-25,Monitor,Argentina,Store_A,1,300,200
2024-02-26,Keyboard,Spain,Store_C,9,80,40
2024-02-26,Mouse,Spain,Store_A,2,50,20
2024-02-26,Laptop,USA,Store_A,3,1200,800
2024-02-26,Laptop,Argentina,Store_A,7,1200,800
2024-02-26,Monitor,USA,Store_B,2,300,200
2024-02-26,Headset,Argentina,Store_A,6,100,60
2024-02-27,Monitor,USA,Store_C,6,300,200
2024-02-27,Keyboard,Argentina,Store_A,1,80,40
2024-02-27,Mouse,Spain,Store_B,4,50,20
2024-02-27,Mouse,Spain,Store_A,6,50,20
2024-02-27,Monitor,USA,Store_B,3,300,200
2024-02-28,Keyboard,USA,Store_C,8,80,40
2024-02-28,Monitor,Argentina,Store_C,2,300,200
2024-02-28,Laptop,Spain,Store_B,2,1200,800
2024-02-28,Headset,USA,Store_C,1,100,60
2024-02-28,Monitor,Argentina,Store_C,4,300,200
2024-02-28,Laptop,Spain,Store_C,8,1200,800
2024-02-28,Mouse,Argentina,Store_B,10,50,20
2024-02-28,Keyboard,Argentina,Store_B,1,80,40
2024-02-29,Headset,Spain,Store_B,5,100,60
2024-02-29,Keyboard,Spain,Store_C,10,80,40
2024-02-29,Monitor,USA,Store_B,8,300,200
2024-02-29,Keyboard,Spain,Store_B,5,80,40
2024-02-29,Mouse,Argentina,Store_B,7,50,20
2024-02-29,Monitor,Argentina,Store_A,7,300,200
2024-02-29,Keyboard,USA,Store_A,8,80,40
2024-02-29,Headset,USA,Store_A,8,100,60
2024-02-29,Mouse,Argentina,Store_B,1,50,20
2024-03-01,Keyboard,Argentina,Store_B,6,80,40
2024-03-01,Laptop,Argentina,Store_A,2,1200,800
2024-03-01,Headset,Argentina,Store_C,10,100,60
2024-03-01,Headset,Argentina,Store_A,2,100,60
2024-03-01,Monitor,Spain,Store_B,3,300,200
2024-03-01,Keyboard,USA,Store_A,7,80,40
2024-03-01,Keyboard,Argentina,Store_C,2,80,40
2024-03-02,Keyboard,Spain,Store_B,4,80,40
2024-03-02,Keyboard,Argentina,Store_A,4,80,40
2024-03-02,Monitor,Spain,Store_A,7,300,200
2024-03-02,Mouse,USA,Store_B,3,50,20
2024-03-02,Keyboard,Argentina,Store_C,5,80,40
2024-03-02,Keyboard,USA,Store_A,9,80,40
2024-03-02,Keyboard,USA,Store_B,4,80,40
2024-03-02,Laptop,USA,Store_B,2,1200,800
2024-03-03,Keyboard,Spain,Store_A,5,80,40
2024-03-03,Mouse,USA,Store_B,8,50,20
2024-03-03,Mouse,Spain,Store_B,4,50,20
2024-03-03,Monitor,Argentina,Store_A,3,300,200
2024-03-03,Mouse,Argentina,Store_A,8,50,20
2024-03-04,Laptop,USA,Store_C,5,1200,800
2024-03-04,Headset,Spain,Store_C,1,100,60
2024-03-04,Laptop,Argentina,Store_A,8,1200,800
2024-03-04,Headset,Spain,Store_A,10,100,60
2024-03-04,Mouse,Spain,Store_A,9,50,20
2024-03-04,Monitor,Argentina,Store_B,7,300,200
2024-03-04,Laptop,Spain,Store_C,1,1200,800
2024-03-04,Keyboard,Spain,Store_B,8,80,40
2024-03-05,Laptop,Spain,Store_C,7,1200,800
2024-03-05,Laptop,Spain,Store_B,1,1200,800
2024-03-05,Mouse,Spain,Store_B,5,50,20
2024-03-05,Monitor,USA,Store_B,10,300,200
2024-03-05,Laptop,USA,Store_B,6,1200,800
2024-03-05,Mouse,Spain,Store_C,5,50,20
2024-03-05,Monitor,Argentina,Store_B,2,300,200
2024-03-05,Keyboard,Argentina,Store_C,8,80,40
2024-03-06,Mouse,Argentina,Store_A,2,50,20
2024-03-06,Mouse,Spain,Store_C,10,50,20
2024-03-06,Mouse,Spain,Store_C,9,50,20
2024-03-06,Headset,Spain,Store_B,2,100,60
2024-03-06,Headset,Spain,Store_B,4,100,60
2024-03-06,Laptop,Argentina,Store_A,1,1200,800
2024-03-06,Mouse,USA,Store_B,6,50,20
2024-03-06,Mouse,Argentina,Store_B,2,50,20
2024-03-06,Headset,USA,Store_A,2,100,60
2024-03-06,Laptop,Argentina,Store_A,5,1200,800
2024-03-06,Headset,Argentina,Store_C,10,100,60
2024-03-06,Monitor,Argentina,Store_A,10,300,200
2024-03-06,Monitor,Spain,Store_C,5,300,200
2024-03-06,Laptop,Spain,Store_C,10,1200,800
2024-03-07,Laptop,USA,Store_C,3,1200,800
2024-03-07,Mouse,USA,Store_B,8,50,20
2024-03-07,Keyboard,Spain,Store_C,3,80,40
2024-03-07,Mouse,Spain,Store_A,5,50,20
2024-03-07,Headset,USA,Store_C,5,100,60
2024-03-08,Laptop,USA,Store_B,5,1200,800
2024-03-08,Laptop,Argentina,Store_B,6,1200,800
2024-03-08,Keyboard,Spain,Store_B,4,80,40
2024-03-08,Headset,Argentina,Store_B,9,100,60
2024-03-09,Keyboard,USA,Store_C,6,80,40
2024-03-09,Monitor,Spain,Store_C,7,300,200
2024-03-09,Mouse,Argentina,Store_B,6,50,20
2024-03-09,Laptop,Argentina,Store_B,9,1200,800
2024-03-09,Headset,Spain,Store_A,4,100,60
2024-03-09,Keyboard,USA,Store_B,5,80,40
2024-03-09,Laptop,Argentina,Store_A,1,1200,800
2024-03-09,Monitor,USA,Store_A,5,300,200
2024-03-09,Laptop,Spain,Store_A,10,1200,800
2024-03-09,Laptop,Spain,Store_A,2,1200,800
2024-03-09,Mouse,USA,Store_B,2,50,20
2024-03-09,Mouse,USA,Store_A,1,50,20
2024-03-10,Mouse,Spain,Store_A,3,50,20
2024-03-10,Keyboard,USA,Store_C,3,80,40
2024-03-10,Headset,USA,Store_B,1,100,60
2024-03-10,Mouse,Spain,Store_C,5,50,20
2024-03-10,Keyboard,Argentina,Store_B,2,80,40
2024-03-10,Headset,Spain,Store_B,9,100,60
2024-03-10,Laptop,Argentina,Store_C,1,1200,800
2024-03-10,Monitor,Spain,Store_B,6,300,200
2024-03-11,Headset,Argentina,Store_B,1,100,60
2024-03-11,Keyboard,Argentina,Store_B,1,80,40
2024-03-11,Keyboard,Spain,Store_C,4,80,40
2024-03-11,Monitor,USA,Store_A,7,300,200
2024-03-11,Laptop,USA,Store_A,1,1200,800
2024-03-11,Keyboard,Argentina,Store_C,5,80,40
2024-03-11,Keyboard,Spain,Store_B,2,80,40
2024-03-11,Laptop,Argentina,Store_A,4,1200,800
2024-03-12,Monitor,Spain,Store_C,3,300,200
2024-03-12,Headset,Argentina,Store_A,9,100,60
2024-03-12,Keyboard,Spain,Store_C,10,80,40
2024-03-12,Headset,USA,Store_B,6,100,60
2024-03-12,Headset,Spain,Store_B,2,100,60
2024-03-12,Mouse,Spain,Store_B,7,50,20
2024-03-13,Headset,USA,Store_C,2,100,60
2024-03-13,Laptop,USA,Store_B,10,1200,800
